id,query,language,difficulty,transformation_types,ontology,gold_mode,gold_targets,acceptable_target_sets,predicted_ranking,confidence,closest_competing_template,source_seed_id,validation_status,partition,challenge_type,abstained,system_error
vir-v2-core-vir-s05-25,"fantasy saga villains — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""fandom or themed character ensemble"",""information_type"":""character collection and showcase"",""style_layout"":""vertical cinematic character grid poster""}",single,"[""template-fandom-character-grid-poster""]",[],[],0.085526,template-species-science,vir-s05,needs_review,core,,true,
vir-v2-core-vir-s05-27,战国武将群像，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""fandom or themed character ensemble"",""information_type"":""character collection and showcase"",""style_layout"":""vertical cinematic character grid poster""}",single,"[""template-fandom-character-grid-poster""]",[],[],0.009724,template-fandom-character-grid-poster,vir-s05,needs_review,core,,true,
vir-v2-core-vir-s05-30,"legedary fantasy warriors — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""fandom or themed character ensemble"",""information_type"":""character collection and showcase"",""style_layout"":""vertical cinematic character grid poster""}",single,"[""template-fandom-character-grid-poster""]",[],[],0.083958,template-fandom-character-grid-poster,vir-s05,needs_review,core,,true,
vir-v2-core-vir-s06-03,请制作一张雨天自我关怀的治愈系日常海报。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.016544,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-06,请制作一张春日手账习惯的治愈系日常海报。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.016544,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-08,请制作一张日常微小快乐清单的自我关怀信息图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.020221,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-10,帮我做一个 calm desk break routine 的水彩生活方式指南，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.062837,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-13,雨天自我关怀 做成 a cozy watercolor lifestyle guide，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.087657,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-16,能不能把春日手账习惯做成水彩生活方式指南？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.019435,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-18,日常微小快乐清单 做成 an illustrated routine poster，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.082143,template-lifestyle-watercolor-infographic,vir-s06,auto_accepted,core,,true,
vir-v2-core-vir-s06-26,Need spring journaling habits，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.063492,template-lifestyle-watercolor-infographic,vir-s06,needs_review,core,,true,
vir-v2-core-vir-s06-27,无屏幕周末灵感，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""cozy everyday lifestyle"",""information_type"":""tips, habits, or aesthetic inspiration"",""style_layout"":""warm watercolor infographic poster""}",single,"[""template-lifestyle-watercolor-infographic""]",[],[],0.012456,template-lifestyle-watercolor-infographic,vir-s06,needs_review,core,,true,
vir-v2-core-vir-s07-01,请制作一张冰岛三日行程的手绘旅行路线图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.015437,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-05,帮我做一个 two days around Seoul 的插画行程地图，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.057336,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-06,请制作一张新加坡美食景点路线的按天旅行攻略。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.018868,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-11,能不能把冰岛三日行程做成插画行程地图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.014876,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-14,能不能把墨西哥城周末游做成插画行程地图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.016529,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-16,能不能把新加坡美食景点路线做成手绘旅行路线图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.021488,template-travel,vir-s07,auto_accepted,core,,true,
vir-v2-core-vir-s07-21,Need three days in Iceland，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.054187,template-travel,vir-s07,needs_review,core,,true,
vir-v2-core-vir-s07-24,墨西哥城周末游，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.011647,template-travel,vir-s07,needs_review,core,,true,
vir-v2-core-vir-s07-25,"two days around Seoul — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.091615,template-travel,vir-s07,needs_review,core,,true,
vir-v2-core-vir-s07-26,Need food and landmarks in Singapore，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.070608,template-travel,vir-s07,needs_review,core,,true,
vir-v2-core-vir-s07-27,北海道冬季行程，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""destination trip"",""information_type"":""itinerary and route planning"",""style_layout"":""cute hand-drawn map with daily blocks""}",single,"[""template-travel""]",[],[],0.011647,template-travel,vir-s07,needs_review,core,,true,
vir-v2-core-vir-s08-01,请制作一张中国剪纸的非遗科普展板。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.010453,template-intangible-heritage,vir-s08,auto_accepted,core,,true,
vir-v2-core-vir-s08-05,帮我做一个 Anshun opera masks 的传统工艺信息图，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.0477,template-intangible-heritage,vir-s08,auto_accepted,core,,true,
vir-v2-core-vir-s08-06,请制作一张传统舞狮的A3 文化传承海报。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.017422,template-intangible-heritage,vir-s08,auto_accepted,core,,true,
vir-v2-core-vir-s08-11,能不能把中国剪纸做成传统工艺信息图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.013423,template-intangible-heritage,vir-s08,auto_accepted,core,,true,
vir-v2-core-vir-s08-14,能不能把鱼灯制作技艺做成传统工艺信息图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.016779,template-intangible-heritage,vir-s08,auto_accepted,core,,true,
vir-v2-core-vir-s08-16,能不能把传统舞狮做成非遗科普展板？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.011745,template-intangible-heritage,vir-s08,auto_accepted,core,,true,
vir-v2-core-vir-s08-21,Need Chinese paper cutting，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.055184,template-intangible-heritage,vir-s08,needs_review,core,,true,
vir-v2-core-vir-s08-24,鱼灯制作技艺，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.010135,template-intangible-heritage,vir-s08,needs_review,core,,true,
vir-v2-core-vir-s08-25,"Anshun opera masks — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.083744,template-species-science,vir-s08,needs_review,core,,true,
vir-v2-core-vir-s08-26,Need traditional lion dance，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.058626,template-intangible-heritage,vir-s08,needs_review,core,,true,
vir-v2-core-vir-s08-27,苏绣技艺，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""traditional heritage craft"",""information_type"":""history, process, meaning, and preservation"",""style_layout"":""dense A3 heritage information board""}",single,"[""template-intangible-heritage""]",[],[],0.006757,template-intangible-heritage,vir-s08,needs_review,core,,true,
vir-v2-core-vir-s09-01,请制作一张古巴三明治的食谱海报。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.009141,template-recipe,vir-s09,auto_accepted,core,,true,
vir-v2-core-vir-s09-02,Create a cookbook-style visual guide for pastel de nata.,en,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.095064,template-recipe,vir-s09,auto_accepted,core,,true,
vir-v2-core-vir-s09-03,请制作一张宫保鸡丁的食材步骤卡。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.009141,template-recipe,vir-s09,auto_accepted,core,,true,
vir-v2-core-vir-s09-08,请制作一张酸种佛卡夏的菜谱视觉指南。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.012797,template-recipe,vir-s09,auto_accepted,core,,true,
vir-v2-core-vir-s09-09,Create an ingredients-and-steps card for mapo tofu.,en,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.081967,template-recipe,vir-s09,auto_accepted,core,,true,
vir-v2-core-vir-s09-11,能不能把古巴三明治做成菜谱视觉指南？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.01406,template-recipe,vir-s09,auto_accepted,core,,true,
vir-v2-core-vir-s09-13,宫保鸡丁 做成 a recipe poster，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.044248,template-recipe,vir-s09,auto_accepted,core,,true,
vir-v2-core-vir-s09-18,酸种佛卡夏 做成 an ingredients-and-steps card，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.070671,template-recipe,vir-s09,auto_accepted,core,,true,
vir-v2-core-vir-s09-19,能不能把麻婆豆腐做成食谱海报？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.008787,template-recipe,vir-s09,auto_accepted,core,,true,
vir-v2-core-vir-s09-21,Need Cuban sandwich，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.045534,template-recipe,vir-s09,needs_review,core,,true,
vir-v2-core-vir-s09-22,葡式蛋挞，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.00708,template-recipe,vir-s09,needs_review,core,,true,
vir-v2-core-vir-s09-23,"Kung Pao chicken — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.09106,template-species-science,vir-s09,needs_review,core,,true,
vir-v2-core-vir-s09-28,"sourough focaccia — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.082102,template-species-science,vir-s09,needs_review,core,,true,
vir-v2-core-vir-s09-29,麻婆豆腐，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""named dish"",""information_type"":""ingredients and cooking instructions"",""style_layout"":""food-photography recipe poster""}",single,"[""template-recipe""]",[],[],0.00708,template-recipe,vir-s09,needs_review,core,,true,
vir-v2-core-vir-s10-01,请制作一张漫威英雄 MBTI 十六型的MBTI 十六型角色图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],[],0.025357,template-mbti-generic,vir-s10,auto_accepted,core,,true,
vir-v2-core-vir-s10-03,请制作一张小组作业中的 MBTI的角色人格分类表。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],[],0.022187,template-mbti-generic,vir-s10,auto_accepted,core,,true,
vir-v2-core-vir-s10-06,请制作一张足球位置 MBTI的角色人格分类表。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],[],0.019017,template-mbti-generic,vir-s10,auto_accepted,core,,true,
vir-v2-core-vir-s10-10,帮我做一个 sixteen personalities under deadline stress 的MBTI 十六型角色图，labels 清楚一点。,mixed,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],[],0.098437,template-mbti-generic,vir-s10,auto_accepted,core,,true,
vir-v2-core-vir-s10-11,能不能把漫威英雄 MBTI 十六型做成人格行为对比图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],[],0.027565,template-mbti-generic,vir-s10,auto_accepted,core,,true,
vir-v2-core-vir-s10-13,小组作业中的 MBTI 做成 a 16-type MBTI character chart，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],[],0.068006,template-mbti-generic,vir-s10,auto_accepted,core,,true,
vir-v2-core-vir-s10-16,能不能把足球位置 MBTI做成MBTI 十六型角色图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],[],0.024502,template-mbti-generic,vir-s10,auto_accepted,core,,true,
vir-v2-core-vir-s10-21,Need Marvel heroes as all 16 MBTI types，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],[],0.074924,template-mbti-generic,vir-s10,needs_review,core,,true,
vir-v2-core-vir-s10-23,"MBTI types during a group project — make the subject, key details, and visual organization instantly scannable; informal tone, 4:5 pls",en,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],[],0.10101,template-mbti-generic,vir-s10,needs_review,core,,true,
vir-v2-core-vir-s10-26,Need football positions as MBTI types，信息要一眼扫懂但别做成 generic poster，竖版 pls,mixed,high,"[""implicit_intent"",""code_switch"",""typo_noise"",""boundary_nearby""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],[],0.067176,template-mbti-generic,vir-s10,needs_review,core,,true,
vir-v2-core-vir-s10-27,办公室同事 MBTI 十六型，想做成一眼能看懂的竖版视觉，给新手看，别太学术哈,zh,high,"[""implicit_intent"",""underspecified"",""layout_modifier"",""boundary_nearby""]","{""subject_event"":""MBTI types or MBTI-mapped character set"",""information_type"":""personality classification and behavior comparison"",""style_layout"":""labeled cartoon multi-character chart""}",single,"[""template-mbti-generic""]",[],[],0.024691,template-mbti-generic,vir-s10,needs_review,core,,true,
vir-v2-core-vir-s11-01,请制作一张银杏的物种科普信息图。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.009208,template-species-science,vir-s11,auto_accepted,core,,true,
vir-v2-core-vir-s11-04,Create a species science infographic for red-crowned crane.,en,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.09375,template-species-science,vir-s11,auto_accepted,core,,true,
vir-v2-core-vir-s11-06,请制作一张雪豹的科学物种海报。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.007366,template-species-science,vir-s11,auto_accepted,core,,true,
vir-v2-core-vir-s11-07,Create a species science infographic for Chinese pangolin.,en,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.097606,template-species-science,vir-s11,auto_accepted,core,,true,
vir-v2-core-vir-s11-08,请制作一张桫椤的自然观察图鉴卡。,zh,low,"[""different_example"",""explicit_artifact""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.009208,template-species-science,vir-s11,auto_accepted,core,,true,
vir-v2-core-vir-s11-11,能不能把银杏做成自然观察图鉴卡？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""style_modifier""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.01421,template-species-science,vir-s11,auto_accepted,core,,true,
vir-v2-core-vir-s11-14,能不能把丹顶鹤做成自然观察图鉴卡？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.015986,template-species-science,vir-s11,auto_accepted,core,,true,
vir-v2-core-vir-s11-16,能不能把雪豹做成物种科普信息图？给初学者看，风格清爽，竖版 4:5。,zh,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.01421,template-species-science,vir-s11,auto_accepted,core,,true,
vir-v2-core-vir-s11-18,桫椤 做成 a scientific species poster，for beginners，4:5 竖版。,mixed,medium,"[""paraphrase"",""conversational"",""audience_modifier"",""aspect_ratio_modifier""]","{""subject_event"":""single plant or animal species"",""information_type"":""scientific facts, anatomy, habitat, and conservation"",""style_layout"":""central-species modular science infographic""}",single,"[""template-species-science""]",[],[],0.06619,template-species-science,vir-s11,auto_accepted,core,,true,
