id,query,language,difficulty,partition,challenge_type,source_seed_id,semantic_cluster_id,transformation_types,ontology,target_mode,targets,acceptable_target_sets,validation_status,deterministic_issues,catalog_collision,reviewer_decision,reviewer_notes
vir-v2-gap-049,带精确尺寸的公寓平面图 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-09,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""architectural drawing"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-049"",""query"":""带精确尺寸的公寓平面图 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-child-hobby-skill"",""similarity"":0.0068},{""template_id"":""template-book-minimalist"",""similarity"":0.0065},{""template_id"":""template-group-vocab-category"",""similarity"":0.0062}],""warning"":false}",,
vir-v2-gap-050,合身夹克的可打印缝纫纸样 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-10,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""sewing pattern"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-050"",""query"":""合身夹克的可打印缝纫纸样 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-child-hobby-skill"",""similarity"":0.0067},{""template_id"":""template-book-minimalist"",""similarity"":0.0065},{""template_id"":""template-group-vocab-category"",""similarity"":0.0062}],""warning"":false}",,
vir-v2-gap-051,含价格和过敏原编码的餐厅菜单 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-11,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""functional menu"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-051"",""query"":""含价格和过敏原编码的餐厅菜单 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-child-hobby-skill"",""similarity"":0.0067},{""template_id"":""template-book-minimalist"",""similarity"":0.0064},{""template_id"":""template-group-vocab-category"",""similarity"":0.0061}],""warning"":false}",,
vir-v2-gap-052,含书脊尺寸的小说全封套 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-12,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""publication cover"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-052"",""query"":""含书脊尺寸的小说全封套 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-child-hobby-skill"",""similarity"":0.0068},{""template_id"":""template-book-minimalist"",""similarity"":0.0065},{""template_id"":""template-group-vocab-category"",""similarity"":0.0062}],""warning"":false}",,
vir-v2-gap-053,播客平台尺寸的节目封面 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-13,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""audio cover"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-053"",""query"":""播客平台尺寸的节目封面 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-child-hobby-skill"",""similarity"":0.0068},{""template_id"":""template-book-minimalist"",""similarity"":0.0065},{""template_id"":""template-group-vocab-category"",""similarity"":0.0062}],""warning"":false}",,
vir-v2-gap-054,背面带曲目的音乐专辑封面 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-14,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""audio cover"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-054"",""query"":""背面带曲目的音乐专辑封面 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-child-hobby-skill"",""similarity"":0.0067},{""template_id"":""template-book-minimalist"",""similarity"":0.0065},{""template_id"":""template-group-vocab-category"",""similarity"":0.0062}],""warning"":false}",,
vir-v2-gap-055,带汇报关系的公司组织架构图 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-15,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""business diagram"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-055"",""query"":""带汇报关系的公司组织架构图 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-child-hobby-skill"",""similarity"":0.0067},{""template_id"":""template-book-minimalist"",""similarity"":0.0065},{""template_id"":""template-group-vocab-category"",""similarity"":0.0062}],""warning"":false}",,
vir-v2-gap-056,根据 CSV 列精确绘制散点图 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-16,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""data visualization"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-056"",""query"":""根据 CSV 列精确绘制散点图 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-child-hobby-skill"",""similarity"":0.0066},{""template_id"":""template-book-minimalist"",""similarity"":0.0064},{""template_id"":""template-group-vocab-category"",""similarity"":0.0061}],""warning"":false}",,
vir-v2-gap-057,可编辑的投资人路演幻灯片母版 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-17,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""presentation design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-057"",""query"":""可编辑的投资人路演幻灯片母版 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-child-hobby-skill"",""similarity"":0.0067},{""template_id"":""template-book-minimalist"",""similarity"":0.0064},{""template_id"":""template-group-vocab-category"",""similarity"":0.0061}],""warning"":false}",,
vir-v2-gap-058,带针数的编织图解 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-18,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""craft pattern"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-058"",""query"":""带针数的编织图解 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-child-hobby-skill"",""similarity"":0.0068},{""template_id"":""template-book-minimalist"",""similarity"":0.0066},{""template_id"":""template-group-vocab-category"",""similarity"":0.0063}],""warning"":false}",,
vir-v2-gap-059,透明背景的视频 Logo 动效 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-19,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""motion design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-059"",""query"":""透明背景的视频 Logo 动效 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-food-product-packaging-design"",""similarity"":0.013},{""template_id"":""template-national-theme-map-infographic"",""similarity"":0.0105},{""template_id"":""template-animation-studio-comparison-infographic"",""similarity"":0.0102}],""warning"":false}",,
vir-v2-gap-060,可 3D 打印的替换齿轮 STL 模型 pls，尺寸要准确。,mixed,high,content_gap,,vir-s16,vir-v2-gap-cluster-20,"[""paraphrase"",""different_example"",""code_switch"",""noisy""]","{""subject_event"":""3D model"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-060"",""query"":""可 3D 打印的替换齿轮 STL 模型 pls，尺寸要准确。"",""top_competing_templates"":[{""template_id"":""template-mbti-comparison-infographic"",""similarity"":0.014},{""template_id"":""template-book-minimalist"",""similarity"":0.0094},{""template_id"":""template-media-theme-wallpaper-poster"",""similarity"":0.009}],""warning"":false}",,
vir-v2-gap-061,pls do offiial passport photo from a text description asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-01,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""identity portrait"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-061"",""query"":""pls do offiial passport photo from a text description asap"",""top_competing_templates"":[{""template_id"":""template-pet-life-journey-infographic"",""similarity"":0.085},{""template_id"":""template-vintage-stamp-collection-illustration"",""similarity"":0.0597},{""template_id"":""template-yellow-themed-illustrated-timeline-infographic"",""similarity"":0.0574}],""warning"":false}",,
vir-v2-gap-062,pls do visa appliation headshot with exact biometric dimensions asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-02,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""identity portrait"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-062"",""query"":""pls do visa appliation headshot with exact biometric dimensions asap"",""top_competing_templates"":[{""template_id"":""template-equipment-muscle-guide"",""similarity"":0.0569},{""template_id"":""template-english-phrasal-verb"",""similarity"":0.0544},{""template_id"":""template-organ-health-food-guide-infographic"",""similarity"":0.0542}],""warning"":false}",,
vir-v2-gap-063,pls do one-page softare engineer resume asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-03,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""resume document"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-063"",""query"":""pls do one-page softare engineer resume asap"",""top_competing_templates"":[{""template_id"":""template-flowing-journey-infographic"",""similarity"":0.0427},{""template_id"":""template-beauty-step-by-step-guide"",""similarity"":0.0415},{""template_id"":""template-industrial-design-concept-sketch"",""similarity"":0.0407}],""warning"":false}",,
vir-v2-gap-064,pls do moble banking app wireframe asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-04,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""interface design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-064"",""query"":""pls do moble banking app wireframe asap"",""top_competing_templates"":[{""template_id"":""template-ai-outfit-try-on-poster"",""similarity"":0.0353},{""template_id"":""template-watercolor-theme-collage-illustration"",""similarity"":0.0333},{""template_id"":""template-english-top5-phrases"",""similarity"":0.0321}],""warning"":false}",,
vir-v2-gap-065,pls do live analtics dashboard UI mockup asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-05,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""interface design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-065"",""query"":""pls do live analtics dashboard UI mockup asap"",""top_competing_templates"":[{""template_id"":""template-interior-design-mood-board-generator"",""similarity"":0.0402},{""template_id"":""template-cartoon-character-profile-card-kawaii-style"",""similarity"":0.0348},{""template_id"":""template-lifestyle-info-card"",""similarity"":0.032}],""warning"":false}",,
vir-v2-gap-066,pls do weding reception seating chart with table assignments asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-06,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""event stationery"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-066"",""query"":""pls do weding reception seating chart with table assignments asap"",""top_competing_templates"":[{""template_id"":""template-dual-character-comparison-infographic"",""similarity"":0.0817},{""template_id"":""template-lifestyle-habit-infographic"",""similarity"":0.0789},{""template_id"":""template-book-recommendation-grid-poster"",""similarity"":0.0762}],""warning"":false}",,
vir-v2-gap-067,pls do conert ticket with a working QR code asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-07,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""functional ticket"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-067"",""query"":""pls do conert ticket with a working QR code asap"",""top_competing_templates"":[{""template_id"":""template-relationship-advice-infographic"",""similarity"":0.0656},{""template_id"":""template-word-origins-map-infographic"",""similarity"":0.0603},{""template_id"":""template-chinese-character-learning-poster"",""similarity"":0.0574}],""warning"":false}",,
vir-v2-gap-068,pls do fine-line botaical tattoo stencil asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-08,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""tattoo design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-068"",""query"":""pls do fine-line botaical tattoo stencil asap"",""top_competing_templates"":[{""template_id"":""template-beauty-step-by-step-guide"",""similarity"":0.0417},{""template_id"":""template-historical-evolution-timeline-infographic"",""similarity"":0.0417},{""template_id"":""template-vintage-stamp-collection-illustration"",""similarity"":0.0409}],""warning"":false}",,
vir-v2-gap-069,pls do measred apartment floor plan asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-09,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""architectural drawing"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-069"",""query"":""pls do measred apartment floor plan asap"",""top_competing_templates"":[{""template_id"":""template-houseplant-care-guide-infographic"",""similarity"":0.0469},{""template_id"":""template-child-hobby-skill"",""similarity"":0.0456},{""template_id"":""template-world-cup-team-sticker-poster"",""similarity"":0.043}],""warning"":false}",,
vir-v2-gap-070,pls do prinable sewing pattern for a fitted jacket asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-10,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""sewing pattern"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-070"",""query"":""pls do prinable sewing pattern for a fitted jacket asap"",""top_competing_templates"":[{""template_id"":""template-pet-care-guide"",""similarity"":0.068},{""template_id"":""template-pet-safe-human-food-infographic"",""similarity"":0.0646},{""template_id"":""template-houseplant-care-guide-infographic"",""similarity"":0.0634}],""warning"":false}",,
vir-v2-gap-071,pls do restarant menu with item prices and allergen codes asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-11,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""functional menu"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-071"",""query"":""pls do restarant menu with item prices and allergen codes asap"",""top_competing_templates"":[{""template_id"":""template-mbti-relationship-infographic"",""similarity"":0.0736},{""template_id"":""template-wc-fan-outfit-poster"",""similarity"":0.0725},{""template_id"":""template-relationship-advice-infographic"",""similarity"":0.0701}],""warning"":false}",,
vir-v2-gap-072,pls do full-wrap novel book cover with spine measurments asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-12,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""publication cover"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-072"",""query"":""pls do full-wrap novel book cover with spine measurments asap"",""top_competing_templates"":[{""template_id"":""template-lifestyle-photo-grid"",""similarity"":0.0645},{""template_id"":""template-self-help-book-visual-summary-infographic"",""similarity"":0.0615},{""template_id"":""template-training-muscle-equipment"",""similarity"":0.0597}],""warning"":false}",,
vir-v2-gap-073,pls do podast cover artwork sized for streaming platforms asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-13,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""audio cover"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-073"",""query"":""pls do podast cover artwork sized for streaming platforms asap"",""top_competing_templates"":[{""template_id"":""template-media-theme-wallpaper-poster"",""similarity"":0.0718},{""template_id"":""template-animation-studio-comparison-infographic"",""similarity"":0.0698},{""template_id"":""template-child-hobby-skill"",""similarity"":0.0681}],""warning"":false}",,
vir-v2-gap-074,pls do music album cover with a track list on the back asap 哈,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-14,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""audio cover"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-074"",""query"":""pls do music album cover with a track list on the back asap 哈"",""top_competing_templates"":[{""template_id"":""template-ai-outfit-try-on-poster"",""similarity"":0.0802},{""template_id"":""template-historical-evolution-timeline-infographic"",""similarity"":0.0743},{""template_id"":""template-training-muscle-equipment"",""similarity"":0.0714}],""warning"":false}",,
vir-v2-gap-075,pls do comany org chart with reporting lines asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-15,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""business diagram"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-075"",""query"":""pls do comany org chart with reporting lines asap"",""top_competing_templates"":[{""template_id"":""template-ai-outfit-try-on-poster"",""similarity"":0.0737},{""template_id"":""template-historical-evolution-timeline-infographic"",""similarity"":0.0675},{""template_id"":""template-dual-character-comparison-infographic"",""similarity"":0.0663}],""warning"":false}",,
vir-v2-gap-076,pls do accuate scatter plot generated from my CSV columns asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-16,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""data visualization"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-076"",""query"":""pls do accuate scatter plot generated from my CSV columns asap"",""top_competing_templates"":[{""template_id"":""template-language-word-comparison-educational-poster"",""similarity"":0.0685},{""template_id"":""template-national-theme-map-infographic"",""similarity"":0.0645},{""template_id"":""template-nostalgic-first-item-poster"",""similarity"":0.0598}],""warning"":false}",,
vir-v2-gap-077,pls do editble investor pitch-deck slide master asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-17,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""presentation design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-077"",""query"":""pls do editble investor pitch-deck slide master asap"",""top_competing_templates"":[{""template_id"":""template-regional-names-old-money-style"",""similarity"":0.0485},{""template_id"":""template-watercolor-travel-journal-collage"",""similarity"":0.0482},{""template_id"":""template-evolution"",""similarity"":0.0477}],""warning"":false}",,
vir-v2-gap-078,pls do kniting pattern chart with stitch counts asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-18,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""craft pattern"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-078"",""query"":""pls do kniting pattern chart with stitch counts asap"",""top_competing_templates"":[{""template_id"":""template-language-word-comparison-educational-poster"",""similarity"":0.0675},{""template_id"":""template-vintage-stamp-collection-illustration"",""similarity"":0.0671},{""template_id"":""template-english-vocabulary-upgrade"",""similarity"":0.0664}],""warning"":false}",,
vir-v2-gap-079,pls do animted logo sting with transparent video output asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-19,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""motion design"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-079"",""query"":""pls do animted logo sting with transparent video output asap"",""top_competing_templates"":[{""template_id"":""template-flowing-journey-infographic"",""similarity"":0.0619},{""template_id"":""template-sports-technique-guide"",""similarity"":0.0613},{""template_id"":""template-animation-studio-comparison-infographic"",""similarity"":0.0599}],""warning"":false}",,
vir-v2-gap-080,pls do 3D-prinable STL model of a replacement gear asap,en,high,content_gap,,vir-s16,vir-v2-gap-cluster-20,"[""paraphrase"",""different_example"",""unsupported_visual_request"",""noisy""]","{""subject_event"":""3D model"",""information_type"":""unsupported visual production request"",""style_layout"":""requested artifact-specific layout""}",none,[],[],needs_review,[],"{""record_id"":""vir-v2-gap-080"",""query"":""pls do 3D-prinable STL model of a replacement gear asap"",""top_competing_templates"":[{""template_id"":""template-houseplant-care-guide-infographic"",""similarity"":0.0567},{""template_id"":""template-ai-outfit-try-on-poster"",""similarity"":0.0554},{""template_id"":""template-world-travel-map-illustration"",""similarity"":0.0523}],""warning"":false}",,
vir-v2-challenge-amb-001,想做中英双语同音词学习卡，带词义对照，可以偏英语易混词信息图，也可以按双语词汇海报来呈现，重点还没定。,zh,high,challenge,ambiguous,,vir-v2-boundary-template-english-grammar-wordlist-infographic-template-vocabulary,"[""boundary_case"",""ambiguous_intent"",""conflicting_modifier""]","{""subject_event"":""English confusing word relationships | language vocabulary on a chosen topic"",""information_type"":""definition and distinction | bilingual vocabulary learning"",""style_layout"":""boxed educational word-list infographic | illustrated card grid or visual guide""}",ambiguous,"[""template-english-grammar-wordlist-infographic"",""template-vocabulary""]","[[""template-english-grammar-wordlist-infographic""],[""template-vocabulary""]]",needs_review,[],,,
vir-v2-challenge-amb-002,Make a bilingual ginkgo field guide combining names and species facts; either an illustrated field-guide card or a classroom vocabulary grid could fit because the emphasis is not settled.,en,high,challenge,ambiguous,,vir-v2-boundary-template-species-science-template-vocabulary,"[""boundary_case"",""ambiguous_intent"",""conflicting_modifier""]","{""subject_event"":""single plant or animal species | language vocabulary on a chosen topic"",""information_type"":""scientific facts, anatomy, habitat, and conservation | bilingual vocabulary learning"",""style_layout"":""central-species modular science infographic | illustrated card grid or visual guide""}",ambiguous,"[""template-species-science"",""template-vocabulary""]","[[""template-species-science""],[""template-vocabulary""]]",needs_review,[],,,
vir-v2-challenge-amb-003,儿童友好的英语易混同音词卡通知识图 / a kid-friendly cartoon explainer about confusing English homophones，could be a cartoon concept card or an ESL word-pair infographic，重点未定 pls。,mixed,high,challenge,mixed_language_noisy,,vir-v2-boundary-template-education-card-template-english-grammar-wordlist-infographic,"[""boundary_case"",""ambiguous_intent"",""code_switch""]","{""subject_event"":""general educational topic | English confusing word relationships"",""information_type"":""accessible explanation and key facts | definition and distinction"",""style_layout"":""modular 3:4 knowledge card infographic | boxed educational word-list infographic""}",ambiguous,"[""template-education-card"",""template-english-grammar-wordlist-infographic""]","[[""template-education-card""],[""template-english-grammar-wordlist-infographic""]]",needs_review,[],,,
vir-v2-challenge-amb-004,想做同时包含空间配色和阅读仪式的治愈阅读角灵感，可以偏室内设计情绪板，也可以按水彩生活方式指南来呈现，重点还没定。,zh,high,challenge,boundary,,vir-v2-boundary-template-interior-design-mood-board-generator-template-lifestyle-watercolor-infographic,"[""boundary_case"",""ambiguous_intent"",""conflicting_modifier""]","{""subject_event"":""interior space design | cozy everyday lifestyle"",""information_type"":""style and material inspiration | tips, habits, or aesthetic inspiration"",""style_layout"":""interior mood board | warm watercolor infographic poster""}",ambiguous,"[""template-interior-design-mood-board-generator"",""template-lifestyle-watercolor-infographic""]","[[""template-interior-design-mood-board-generator""],[""template-lifestyle-watercolor-infographic""]]",needs_review,[],,,
vir-v2-challenge-amb-005,Make an aromatherapy corner visual featuring both the room palette and diffuser benefits; either a room palette and material board or a feature-led launch visual could fit because the emphasis is not settled.,en,high,challenge,boundary,,vir-v2-boundary-template-interior-design-mood-board-generator-template-product-poster,"[""boundary_case"",""ambiguous_intent"",""conflicting_modifier""]","{""subject_event"":""interior space design | small home or lifestyle product"",""information_type"":""style and material inspiration | promotion and feature highlighting"",""style_layout"":""interior mood board | warm single-product advertising poster""}",ambiguous,"[""template-interior-design-mood-board-generator"",""template-product-poster""]","[[""template-interior-design-mood-board-generator""],[""template-product-poster""]]",needs_review,[],,,
vir-v2-challenge-amb-006,兼顾软装材质和银杏科普的植物主题卧室视觉 / a ginkgo-themed bedroom visual with decor materials and botanical facts，could be a decor concept sheet or a species science infographic，重点未定 pls。,mixed,high,challenge,mixed_language_noisy,,vir-v2-boundary-template-interior-design-mood-board-generator-template-species-science,"[""boundary_case"",""ambiguous_intent"",""code_switch""]","{""subject_event"":""interior space design | single plant or animal species"",""information_type"":""style and material inspiration | scientific facts, anatomy, habitat, and conservation"",""style_layout"":""interior mood board | central-species modular science infographic""}",ambiguous,"[""template-interior-design-mood-board-generator"",""template-species-science""]","[[""template-interior-design-mood-board-generator""],[""template-species-science""]]",needs_review,[],,,
vir-v2-challenge-amb-007,想做面向儿童、包含关键知识和物种细节的银杏科普卡，可以偏知识科普卡，也可以按物种科普信息图来呈现，重点还没定。,zh,high,challenge,conflicting_style_information,,vir-v2-boundary-template-education-card-template-species-science,"[""boundary_case"",""ambiguous_intent"",""conflicting_modifier""]","{""subject_event"":""general educational topic | single plant or animal species"",""information_type"":""accessible explanation and key facts | scientific facts, anatomy, habitat, and conservation"",""style_layout"":""modular 3:4 knowledge card infographic | central-species modular science infographic""}",ambiguous,"[""template-education-card"",""template-species-science""]","[[""template-education-card""],[""template-species-science""]]",needs_review,[],,,
vir-v2-challenge-amb-008,Make a Marvel cast grid that groups heroes by personality; either a nine-character cast grid or a personality mapping grid could fit because the emphasis is not settled.,en,high,challenge,conflicting_style_information,,vir-v2-boundary-template-fandom-character-grid-poster-template-mbti-generic,"[""boundary_case"",""ambiguous_intent"",""conflicting_modifier""]","{""subject_event"":""fandom or themed character ensemble | MBTI types or MBTI-mapped character set"",""information_type"":""character collection and showcase | personality classification and behavior comparison"",""style_layout"":""vertical cinematic character grid poster | labeled cartoon multi-character chart""}",ambiguous,"[""template-fandom-character-grid-poster"",""template-mbti-generic""]","[[""template-fandom-character-grid-poster""],[""template-mbti-generic""]]",needs_review,[],,,
vir-v2-challenge-amb-009,展示传奇武士及其人生信条的历史人物海报 / a historical-character poster about legendary samurai and their guiding principles，could be a cinematic ensemble poster or a famous-figure principles infographic，重点未定 pls。,mixed,high,challenge,mixed_language_noisy,,vir-v2-boundary-template-fandom-character-grid-poster-template-figure-principles-infographic,"[""boundary_case"",""ambiguous_intent"",""code_switch""]","{""subject_event"":""fandom or themed character ensemble | single famous or historical person"",""information_type"":""character collection and showcase | life principles, habits, and lessons"",""style_layout"":""vertical cinematic character grid poster | portrait-led educational principles infographic""}",ambiguous,"[""template-fandom-character-grid-poster"",""template-figure-principles-infographic""]","[[""template-fandom-character-grid-poster""],[""template-figure-principles-infographic""]]",needs_review,[],,,
